고객ID,평균순수익,평균수량,Accessories,Android,Apparel,Bags,Bottles,Drinkware,Gift Cards,Headgear,Housewares,Lifestyle,Nest,Nest-Canada,Nest-USA,Notebooks & Journals,Office,Waze,Clicked,Not Used,Used,성별,가입기간,총거래량,마지막거래주,일회성구매고객,거주지역,클러스터
USER_0217,53.794791525423726,1.2542372881355932,0.0,0.0,0.4189189189189189,0.0,0.0,0.0,0.0,0.0,0.054054054054054,0.0405405405405405,0.0,0.0,0.3783783783783784,0.0,0.1081081081081081,0.0,0.5405405405405406,0.1621621621621621,0.2972972972972973,남,4,59,23,1,New York,0
USER_0218,50.3778159375,2.28125,0.0,0.0,0.136986301369863,0.0136986301369863,0.0,0.5068493150684932,0.0,0.0273972602739726,0.0,0.1095890410958904,0.0,0.0547945205479452,0.136986301369863,0.0,0.0136986301369863,0.0,0.7534246575342466,0.0547945205479452,0.1917808219178082,여,37,32,32,0,Washington DC,3
USER_0219,54.377866666666655,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,여,48,3,15,1,California,0
USER_0220,119.22480270833334,1.625,0.0,0.0,0.1025641025641025,0.0128205128205128,0.0,0.1025641025641025,0.0,0.0,0.0,0.0,0.282051282051282,0.0128205128205128,0.4487179487179487,0.0,0.0,0.0384615384615384,0.4743589743589743,0.1794871794871795,0.3461538461538461,남,37,48,51,1,California,0
USER_0221,87.79744428571429,1.5,0.0,0.0,0.0,0.0,0.0,0.0952380952380952,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.4761904761904761,0.0,0.2857142857142857,0.0,0.5714285714285714,0.0952380952380952,0.3333333333333333,여,21,14,3,1,California,0
USER_0222,3.702435,2.25,0.0,0.0,0.3888888888888889,0.1388888888888889,0.0,0.0555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.0,0.3055555555555556,0.4722222222222222,0.2222222222222222,남,34,16,14,1,New York,0
USER_0223,77.12797125,3.5,0.0,0.0,0.1607142857142857,0.0089285714285714,0.0,0.2232142857142857,0.0,0.0,0.0,0.25,0.0357142857142857,0.0,0.1160714285714285,0.0,0.1696428571428571,0.0357142857142857,0.5535714285714286,0.1160714285714285,0.3303571428571428,여,25,32,49,0,Chicago,0
USER_0224,3.441266666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,남,38,3,32,1,California,1
USER_0225,6.847,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,여,4,1,4,1,California,1
USER_0226,108.95837538461538,1.4307692307692308,0.0053763440860215,0.0,0.1129032258064516,0.0161290322580645,0.0,0.0376344086021505,0.0,0.0,0.0,0.032258064516129,0.1612903225806451,0.010752688172043,0.532258064516129,0.0,0.0698924731182795,0.021505376344086,0.4623655913978494,0.1989247311827957,0.3387096774193548,남,16,130,47,0,New York,0
USER_0227,58.82886428571428,2.6031746031746037,0.0,0.0,0.1280487804878048,0.1707317073170731,0.0,0.0121951219512195,0.0060975609756097,0.0,0.0,0.0121951219512195,0.0060975609756097,0.0,0.2195121951219512,0.0060975609756097,0.4390243902439024,0.0,0.2682926829268293,0.0853658536585365,0.6463414634146342,여,8,63,36,0,California,1
USER_0228,130.01916842105263,3.526315789473684,0.0,0.0,0.0298507462686567,0.373134328358209,0.0,0.0746268656716417,0.0,0.0,0.0,0.0,0.0,0.0298507462686567,0.1791044776119403,0.0,0.3134328358208955,0.0,0.4626865671641791,0.1343283582089552,0.4029850746268656,여,47,19,41,1,New York,0
USER_0229,46.97296,1.125,0.0,0.0,0.7777777777777778,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.1111111111111111,0.3333333333333333,여,4,8,47,1,Chicago,0
USER_0230,66.500015,2.775,0.0,0.0,0.1261261261261261,0.0,0.0,0.3243243243243243,0.0,0.0,0.0,0.063063063063063,0.0,0.0,0.1981981981981982,0.1441441441441441,0.1441441441441441,0.0,0.7387387387387387,0.09009009009009,0.1711711711711711,여,14,40,33,0,New York,3
USER_0231,47.20648461538462,1.3076923076923077,0.0,0.0,0.5294117647058824,0.0,0.0,0.0,0.0,0.0588235294117647,0.0,0.0,0.0,0.0,0.4117647058823529,0.0,0.0,0.0,0.3529411764705882,0.0,0.6470588235294118,여,31,13,28,1,Chicago,1
USER_0232,49.20552631578947,9.907894736842104,0.0172642762284196,0.0,0.0411686586985391,0.0026560424966799,0.0,0.0066401062416998,0.0,0.0,0.0,0.2310756972111553,0.0026560424966799,0.0039840637450199,0.0292164674634794,0.0,0.6573705179282868,0.0079681274900398,0.5869853917662683,0.0159362549800796,0.397078353253652,여,24,76,42,1,Chicago,0
USER_0233,116.98715652173914,6.565217391304348,0.0,0.0,0.2052980132450331,0.3311258278145695,0.0,0.3841059602649007,0.0,0.0,0.0,0.0,0.0,0.0,0.0794701986754966,0.0,0.0,0.0,0.4370860927152318,0.4039735099337748,0.1589403973509933,여,8,23,11,1,California,0
USER_0234,62.36856738589211,3.2904564315352696,0.0416141235813367,0.0,0.1475409836065573,0.0756620428751576,0.0,0.23203026481715,0.0,0.0050441361916771,0.0,0.0214375788146279,0.0113493064312736,0.0012610340479192,0.1437578814627995,0.0239596469104665,0.287515762925599,0.008827238335435,0.5069356872635561,0.1563682219419924,0.3366960907944514,남,25,241,45,0,Chicago,4
USER_0235,40.233854375,1.15625,0.0,0.027027027027027,0.3783783783783784,0.0,0.027027027027027,0.027027027027027,0.0,0.054054054054054,0.0,0.081081081081081,0.0,0.0,0.3243243243243243,0.0,0.081081081081081,0.0,0.4594594594594595,0.1351351351351351,0.4054054054054054,여,9,32,20,1,California,0
USER_0236,69.36221900000001,2.4,0.0,0.0,0.0833333333333333,0.0416666666666666,0.0,0.2708333333333333,0.0,0.0,0.0,0.0208333333333333,0.0,0.0,0.25,0.2083333333333333,0.125,0.0,0.6041666666666666,0.0625,0.3333333333333333,여,42,20,31,1,New York,0
USER_0237,16.286876756756758,3.1621621621621623,0.0,0.0,0.3931623931623931,0.0341880341880341,0.0,0.4444444444444444,0.0,0.017094017094017,0.0854700854700854,0.0085470085470085,0.0,0.0,0.017094017094017,0.0,0.0,0.0,0.7094017094017094,0.1282051282051282,0.1623931623931624,여,50,37,30,1,Chicago,3
USER_0238,52.22514921052632,1.7236842105263157,0.0076335877862595,0.0,0.2366412213740458,0.0305343511450381,0.0,0.0534351145038167,0.0,0.0,0.0,0.1221374045801526,0.0687022900763358,0.0,0.1679389312977099,0.0076335877862595,0.3053435114503817,0.0,0.4351145038167939,0.1068702290076335,0.4580152671755725,남,50,76,42,0,California,0
USER_0239,95.2500075,2.0,0.0,0.0,0.15625,0.0625,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.4375,0.0,0.15625,0.15625,0.375,0.4375,0.1875,남,47,16,49,0,California,0
USER_0240,56.23259230769231,3.730769230769231,0.0,0.0,0.2268041237113402,0.0,0.0,0.0,0.0,0.0103092783505154,0.0,0.0,0.0206185567010309,0.0,0.0618556701030927,0.0103092783505154,0.6701030927835051,0.0,0.8762886597938144,0.0515463917525773,0.0721649484536082,여,4,26,50,1,Chicago,3
USER_0241,7.257947619047619,1.238095238095238,0.0,0.0,0.6153846153846154,0.0,0.0,0.1153846153846153,0.0,0.0,0.0,0.0384615384615384,0.0,0.0,0.0,0.0,0.2307692307692307,0.0,0.4230769230769231,0.1538461538461538,0.4230769230769231,여,18,21,36,0,California,0
USER_0242,4.65842,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,여,33,2,20,1,Chicago,0
USER_0243,45.15565828571429,3.8857142857142857,0.0,0.0,0.1102941176470588,0.0220588235294117,0.0,0.0073529411764705,0.0,0.0073529411764705,0.0,0.6691176470588235,0.0,0.0147058823529411,0.088235294117647,0.0,0.0808823529411764,0.0,0.4485294117647059,0.0220588235294117,0.5294117647058824,여,35,35,22,1,New York,0
USER_0244,23.504401666666663,4.333333333333333,0.0,0.0,0.5,0.0,0.0,0.1923076923076923,0.0,0.0,0.0,0.0192307692307692,0.0,0.0,0.0,0.0192307692307692,0.2692307692307692,0.0,0.6153846153846154,0.0961538461538461,0.2884615384615384,여,50,12,29,0,New York,0
USER_0245,86.55149517647058,4.658823529411765,0.0,0.0,0.0883838383838383,0.2575757575757575,0.0025252525252525,0.3813131313131313,0.0,0.005050505050505,0.0,0.0883838383838383,0.0404040404040404,0.0,0.058080808080808,0.0,0.0732323232323232,0.005050505050505,0.5176767676767676,0.1388888888888889,0.3434343434343434,남,30,85,50,0,California,0
USER_0246,61.8267625,1.25,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.05,0.15,0.0,0.4,0.05,0.55,남,30,16,31,1,Chicago,0
USER_0247,74.26056000000001,7.0,0.0,0.0,0.0285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1142857142857142,0.0,0.8571428571428571,0.0,0.1142857142857142,0.8571428571428571,0.0285714285714285,남,19,5,21,1,California,0
USER_0248,53.25136857142857,2.333333333333333,0.0,0.0,0.1020408163265306,0.0612244897959183,0.0,0.0,0.0,0.0,0.0,0.0816326530612244,0.0,0.0,0.1632653061224489,0.0,0.5918367346938775,0.0,0.3061224489795918,0.0204081632653061,0.673469387755102,여,24,21,15,1,California,1
USER_0249,32.469937,1.625,0.0,0.0,0.3846153846153846,0.0153846153846153,0.0,0.0153846153846153,0.0,0.0153846153846153,0.0153846153846153,0.0461538461538461,0.0153846153846153,0.0,0.1692307692307692,0.0,0.3230769230769231,0.0,0.7230769230769231,0.0153846153846153,0.2615384615384615,여,25,40,36,0,California,3
USER_0250,15.932390625,7.625,0.0,0.0,0.0081967213114754,0.0081967213114754,0.0,0.081967213114754,0.0,0.0163934426229508,0.0,0.8524590163934426,0.0,0.0,0.0,0.0163934426229508,0.0163934426229508,0.0,0.860655737704918,0.0327868852459016,0.1065573770491803,남,38,16,28,1,Chicago,3
USER_0251,182.6516333333333,2.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.0,0.0,0.0,0.5833333333333334,0.25,0.1666666666666666,남,15,6,0,1,California,3
USER_0252,49.99647128205128,4.487179487179487,0.0,0.0,0.0285714285714285,0.0114285714285714,0.0057142857142857,0.0171428571428571,0.0,0.0,0.0,0.04,0.0,0.0,0.1142857142857142,0.0,0.7771428571428571,0.0057142857142857,0.7657142857142857,0.1257142857142857,0.1085714285714285,남,16,39,37,1,New Jersey,3
USER_0253,27.207600000000003,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,여,12,1,23,1,Washington DC,3
USER_0254,319.2138317391304,24.80434782608696,0.0,0.0,0.0131463628396143,0.0,0.0,0.0008764241893076,0.0,0.0,0.0,0.0131463628396143,0.0,0.0043821209465381,0.0219106047326906,0.8895705521472392,0.0569675723049956,0.0,0.4154250657318142,0.5013146362839614,0.0832602979842243,남,46,46,33,0,California,2
USER_0255,78.08662714285715,8.0,0.0,0.0,0.0401785714285714,0.0,0.0,0.0758928571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.8214285714285714,0.0,0.6651785714285714,0.0982142857142857,0.2366071428571428,여,41,28,19,0,California,3
USER_0256,58.14000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,남,7,1,14,1,Chicago,1
USER_0257,81.67007743589744,2.8205128205128207,0.0,0.0,0.1454545454545454,0.0727272727272727,0.0,0.0727272727272727,0.0,0.0727272727272727,0.0681818181818181,0.0136363636363636,0.0318181818181818,0.0,0.1863636363636363,0.1863636363636363,0.15,0.0,0.7,0.0636363636363636,0.2363636363636363,여,43,78,45,0,California,3
USER_0258,41.479128571428575,1.2857142857142858,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0555555555555555,0.3888888888888889,0.0,0.3333333333333333,0.1666666666666666,0.5,여,14,14,39,0,Chicago,0
USER_0259,53.8066,6.454545454545454,0.0,0.0,0.056338028169014,0.0,0.0,0.0140845070422535,0.0,0.0,0.0,0.0,0.0,0.0,0.056338028169014,0.0,0.8732394366197183,0.0,0.9154929577464788,0.056338028169014,0.028169014084507,여,33,11,22,0,New York,3
USER_0260,20.494524761904763,1.380952380952381,0.0,0.0,0.7931034482758621,0.0344827586206896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1379310344827586,0.0,0.0344827586206896,0.0,0.3793103448275862,0.2068965517241379,0.4137931034482758,남,12,21,28,1,California,0
USER_0261,75.383594,1.4,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.4285714285714285,0.0,0.1428571428571428,0.0,0.0,0.4285714285714285,0.5714285714285714,여,38,5,3,1,Chicago,1
USER_0262,101.43031411764709,1.5,0.0196078431372549,0.0,0.2549019607843137,0.0,0.0,0.0,0.0,0.0196078431372549,0.0,0.0,0.196078431372549,0.0,0.4509803921568627,0.0,0.0588235294117647,0.0,0.4901960784313725,0.1568627450980392,0.3529411764705882,남,14,34,51,1,Chicago,0
USER_0263,56.98165862068966,4.758620689655173,0.0,0.0,0.1594202898550724,0.0,0.0,0.072463768115942,0.0,0.0,0.0,0.1594202898550724,0.0,0.0289855072463768,0.0869565217391304,0.0,0.4927536231884058,0.0,0.5869565217391305,0.1956521739130435,0.217391304347826,남,15,29,42,0,New Jersey,0
USER_0264,15.568255294117648,1.2352941176470589,0.0,0.0,0.5238095238095238,0.0,0.0,0.0,0.0,0.0476190476190476,0.0,0.0476190476190476,0.0,0.0,0.0952380952380952,0.0,0.2857142857142857,0.0,0.4761904761904761,0.1904761904761904,0.3333333333333333,남,42,17,28,1,California,0
USER_0265,55.40176461538461,2.769230769230769,0.0,0.0,0.2222222222222222,0.3055555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.3055555555555556,0.0,0.8333333333333334,0.0555555555555555,0.1111111111111111,여,17,13,23,1,Chicago,3
USER_0266,47.9322962244898,2.826530612244898,0.0,0.0,0.2563176895306859,0.0361010830324909,0.0,0.003610108303249,0.0,0.0072202166064981,0.0,0.0902527075812274,0.0,0.0,0.1046931407942238,0.003610108303249,0.4873646209386281,0.0108303249097472,0.7075812274368231,0.0505415162454873,0.2418772563176895,여,27,98,28,0,Chicago,0
USER_0267,115.57430000000002,10.3,0.0,0.0,0.0194174757281553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1067961165048543,0.0,0.8737864077669902,0.0,0.3495145631067961,0.3106796116504854,0.3398058252427184,여,24,10,47,0,Chicago,0
USER_0268,20.326553333333333,1.3333333333333333,0.0,0.0,0.6785714285714286,0.1428571428571428,0.0,0.0357142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0714285714285714,0.0,0.0714285714285714,0.0,0.25,0.0714285714285714,0.6785714285714286,여,14,21,15,1,Chicago,1
USER_0269,115.04912941176472,2.411764705882353,0.0,0.0,0.024390243902439,0.1463414634146341,0.0,0.048780487804878,0.0,0.0,0.0,0.024390243902439,0.1219512195121951,0.0,0.2926829268292683,0.0,0.3414634146341463,0.0,0.4878048780487805,0.3902439024390244,0.1219512195121951,남,18,17,45,1,Chicago,0
USER_0270,51.06407777777778,1.1111111111111112,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.1,0.0,0.4,0.3,0.3,남,2,9,27,0,Chicago,0
USER_0271,83.92904615384616,3.8461538461538463,0.0,0.0,0.06,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.66,0.0,0.8,0.0,0.2,여,47,13,46,1,New York,3
USER_0272,113.994,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,남,43,1,30,1,California,2
USER_0273,67.17539157894737,1.3157894736842106,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.44,0.0,0.24,0.0,0.64,0.04,0.32,여,24,19,27,0,New York,0
USER_0274,45.12070681818182,2.9318181818181817,0.0,0.0,0.1240310077519379,0.0310077519379844,0.0,0.0077519379844961,0.0,0.0,0.0,0.2325581395348837,0.0,0.0155038759689922,0.1472868217054263,0.0155038759689922,0.4186046511627907,0.0077519379844961,0.4263565891472868,0.0930232558139534,0.4806201550387597,남,41,44,14,0,Washington DC,0
USER_0275,67.65348514285714,5.685714285714286,0.0,0.0,0.1306532663316583,0.0050251256281407,0.0,0.1256281407035175,0.0,0.0,0.0,0.2060301507537688,0.0100502512562814,0.0,0.050251256281407,0.0251256281407035,0.4472361809045226,0.0,0.5678391959798995,0.1708542713567839,0.2613065326633166,여,26,35,34,1,Chicago,0
USER_0276,50.1272825,1.25,0.0,0.0,0.25,0.05,0.0,0.15,0.0,0.0,0.0,0.0,0.05,0.0,0.3,0.0,0.2,0.0,0.4,0.2,0.4,남,6,16,50,1,Washington DC,0
USER_0277,126.9486875,1.625,0.0,0.0,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0384615384615384,0.1923076923076923,0.0,0.3461538461538461,0.0,0.0769230769230769,0.0384615384615384,0.5,0.1153846153846153,0.3846153846153846,남,25,16,47,0,Chicago,0
USER_0278,52.710315,1.25,0.0,0.0,0.4,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.2,0.0,0.2,0.6,0.2,남,40,8,28,1,California,0
USER_0279,62.11875625,3.4375,0.0,0.0,0.2,0.0363636363636363,0.0,0.1636363636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.509090909090909,0.0,0.6,0.1636363636363636,0.2363636363636363,남,42,16,4,1,Chicago,0
USER_0280,35.68542,1.3333333333333333,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.25,0.0,0.375,0.0,0.375,0.25,0.375,여,7,6,43,1,New York,0
USER_0281,63.71274871794872,13.333333333333334,0.0,0.0,0.0240384615384615,0.0403846153846153,0.0721153846153846,0.3336538461538461,0.0,0.0096153846153846,0.0,0.1971153846153846,0.0028846153846153,0.0009615384615384,0.0201923076923076,0.0009615384615384,0.2961538461538461,0.0019230769230769,0.7173076923076923,0.023076923076923,0.2596153846153846,남,30,78,47,0,Chicago,3
USER_0282,57.840991836734695,1.959183673469388,0.0,0.0,0.1041666666666666,0.1145833333333333,0.0,0.0104166666666666,0.0,0.0,0.0,0.3854166666666667,0.0,0.0104166666666666,0.2291666666666666,0.0208333333333333,0.125,0.0,0.6041666666666666,0.25,0.1458333333333333,여,22,49,22,0,New York,3
USER_0283,10.293434375,3.15625,0.0,0.0,0.1683168316831683,0.0297029702970297,0.0,0.3564356435643564,0.0,0.0099009900990099,0.0,0.0594059405940594,0.0,0.0,0.0099009900990099,0.0198019801980198,0.3465346534653465,0.0,0.5643564356435643,0.0693069306930693,0.3663366336633663,남,38,32,30,0,Chicago,0
USER_0284,45.13051942857143,6.771428571428571,0.0,0.0,0.0295358649789029,0.0295358649789029,0.0,0.1476793248945147,0.0,0.0,0.0,0.0168776371308016,0.0,0.0042194092827004,0.0590717299578059,0.0,0.7088607594936709,0.0042194092827004,0.9535864978902954,0.0168776371308016,0.0295358649789029,여,41,35,20,0,California,3
USER_0285,19.019347083333333,1.1041666666666667,0.0,0.0,0.6226415094339622,0.1132075471698113,0.0,0.0377358490566037,0.0,0.0377358490566037,0.0,0.0377358490566037,0.0,0.0754716981132075,0.0566037735849056,0.0188679245283018,0.0,0.0,0.5094339622641509,0.1509433962264151,0.3396226415094339,남,12,48,32,1,California,0
USER_0286,65.50574416666667,2.583333333333333,0.0,0.0,0.1290322580645161,0.0,0.0,0.0,0.0,0.032258064516129,0.0,0.021505376344086,0.0,0.0,0.2365591397849462,0.0,0.5806451612903226,0.0,0.6451612903225806,0.1182795698924731,0.2365591397849462,여,38,36,35,0,New York,3
USER_0287,25.35378476190476,2.261904761904762,0.0,0.0,0.1578947368421052,0.1,0.0210526315789473,0.1105263157894736,0.0,0.0052631578947368,0.0,0.2578947368421053,0.0,0.0,0.1,0.0052631578947368,0.2368421052631578,0.0052631578947368,0.4368421052631579,0.1578947368421052,0.4052631578947368,여,33,84,37,0,California,0
USER_0288,79.06813512820513,14.756410256410255,0.0,0.0,0.1511728931364031,0.0547350130321459,0.0,0.0182450043440486,0.0,0.0008688097306689,0.0008688097306689,0.0434404865334491,0.0017376194613379,0.0017376194613379,0.0251954821894005,0.0260642919200695,0.6707211120764552,0.0052128583840139,0.2302345786272806,0.1086012163336229,0.6611642050390965,남,33,78,49,0,New York,1
USER_0289,28.743876923076925,6.384615384615385,0.0,0.0,0.3373493975903614,0.0,0.0,0.3855421686746988,0.0,0.0,0.0,0.2409638554216867,0.0,0.0,0.0120481927710843,0.0240963855421686,0.0,0.0,0.5421686746987951,0.3855421686746988,0.072289156626506,여,5,13,34,0,New York,3
USER_0290,-7.937600000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,남,6,1,10,1,Chicago,3
USER_0291,10.064558181818184,1.2727272727272727,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0714285714285714,0.0,0.3571428571428571,0.0,0.1428571428571428,0.2142857142857142,0.6428571428571429,남,6,11,27,1,Washington DC,1
USER_0292,53.69677912751678,4.825503355704698,0.0,0.0,0.0987482614742698,0.0681502086230876,0.0013908205841446,0.0250347705146036,0.0,0.0041724617524339,0.0,0.1335187760778859,0.015299026425591,0.0,0.0737134909596662,0.0055632823365785,0.56884561891516,0.0055632823365785,0.7621696801112656,0.0945757997218358,0.1432545201668984,여,22,149,50,0,California,3
USER_0293,68.54095023809525,3.4285714285714284,0.0,0.0,0.0555555555555555,0.1180555555555555,0.0,0.0694444444444444,0.0,0.0,0.0972222222222222,0.1041666666666666,0.0416666666666666,0.0,0.1666666666666666,0.0069444444444444,0.3402777777777778,0.0,0.4791666666666667,0.1805555555555555,0.3402777777777778,여,16,42,49,0,Chicago,0
USER_0294,42.58785777777778,1.3333333333333333,0.0,0.0,0.3333333333333333,0.0416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0416666666666666,0.0,0.25,0.0,0.3333333333333333,0.0,0.4583333333333333,0.1666666666666666,0.375,남,33,18,48,1,California,0
USER_0295,47.39642384615384,1.5384615384615383,0.0,0.0,0.575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.2,0.0,0.175,0.0,0.45,0.175,0.375,남,25,26,22,0,New York,0
USER_0296,34.40538518518519,5.25925925925926,0.0,0.0,0.0915492957746478,0.0,0.1408450704225352,0.2887323943661972,0.0,0.0,0.0,0.2816901408450704,0.0,0.0,0.0492957746478873,0.0,0.1478873239436619,0.0,0.647887323943662,0.0915492957746478,0.2605633802816901,여,21,27,24,0,New York,3
USER_0297,68.450962,2.4,0.0,0.0,0.2916666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.4583333333333333,0.0,0.7916666666666666,0.0416666666666666,0.1666666666666666,여,22,10,9,1,New York,3
USER_0298,14.094865,3.25,0.0,0.0,0.0769230769230769,0.0,0.0,0.0,0.0,0.1538461538461538,0.0,0.0,0.0,0.0,0.0,0.0,0.7692307692307693,0.0,0.7692307692307693,0.0,0.2307692307692307,여,32,4,38,1,California,3
USER_0299,80.94580620689656,3.655172413793104,0.0,0.0,0.0660377358490566,0.0,0.0,0.3018867924528302,0.0,0.0,0.0,0.0943396226415094,0.0188679245283018,0.0,0.160377358490566,0.0,0.3584905660377358,0.0,0.7641509433962265,0.0566037735849056,0.1792452830188679,남,30,29,48,0,New Jersey,3
USER_0300,93.23311032258064,2.225806451612903,0.0,0.0,0.2753623188405797,0.072463768115942,0.0,0.0,0.0,0.0,0.0,0.0144927536231884,0.0869565217391304,0.0,0.1594202898550724,0.0,0.391304347826087,0.0,0.6376811594202898,0.1159420289855072,0.2463768115942029,여,19,31,38,0,Chicago,3
USER_0301,39.14067933333333,1.2,0.0,0.0277777777777777,0.3888888888888889,0.0555555555555555,0.0277777777777777,0.0555555555555555,0.0,0.0,0.0,0.0277777777777777,0.0,0.0,0.3055555555555556,0.0,0.1111111111111111,0.0,0.6388888888888888,0.1388888888888889,0.2222222222222222,여,13,30,13,1,Chicago,0
USER_0302,-0.0964720000000003,1.2,0.0,0.0,0.1666666666666666,0.0,0.0,0.5,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.1666666666666666,0.0,0.8333333333333334,여,44,5,36,1,California,1
USER_0303,337.4218626666667,13.266666666666667,0.0,0.0,0.7738693467336684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0251256281407035,0.0,0.2010050251256281,0.0,0.6582914572864321,0.0,0.3417085427135678,여,48,15,14,1,New Jersey,3
USER_0304,48.58297076923077,4.730769230769231,0.0,0.0,0.048780487804878,0.0121951219512195,0.0040650406504065,0.3577235772357723,0.0,0.0040650406504065,0.040650406504065,0.089430894308943,0.0,0.0121951219512195,0.048780487804878,0.0,0.3821138211382114,0.0,0.3333333333333333,0.3861788617886179,0.2804878048780488,여,20,52,45,0,California,0
USER_0305,-0.1175333333333329,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,남,32,3,46,1,New York,0
USER_0306,73.39910454545453,1.0909090909090908,0.0833333333333333,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.6666666666666666,0.0,0.0833333333333333,0.0,0.6666666666666666,0.0,0.3333333333333333,남,24,11,50,1,New York,0
USER_0307,231.5827,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.2,0.0,0.0,0.2,0.6,0.2,0.2,여,46,4,41,1,Chicago,3
USER_0308,27.520255,5.0,0.025,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.925,0.0,0.55,0.4,0.05,여,50,8,46,1,New York,3
USER_0309,59.059831341463415,2.5,0.0,0.0,0.2,0.0,0.0,0.024390243902439,0.0,0.0341463414634146,0.0,0.024390243902439,0.0,0.0634146341463414,0.1365853658536585,0.3414634146341463,0.1756097560975609,0.0,0.4829268292682926,0.0780487804878048,0.4390243902439024,남,26,82,27,0,California,0
